run_name,model,feature_set,view,embedding_dim,hidden_size,dropout,num_layers,bidirectional,use_attention,pos_weight,decision_threshold,checkpoint_path,val_accuracy,val_precision,val_recall,val_f1,val_fpr,val_fnr,val_tp,val_tn,val_fp,val_fn,val_roc_auc,val_pr_auc,test_accuracy,test_precision,test_recall,test_f1,test_fpr,test_fnr,test_tp,test_tn,test_fp,test_fn,test_roc_auc,test_pr_auc
lstm_post_e128_h128_d0.1,lstm_post_e128_h128_d0.1,sequence_post,post,128,128,0.1,2,True,True,2.462745098039216,0.95,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\results\logs\checkpoints\lstm_post_e128_h128_d0.1.pt,0.934115212142118,0.265625,0.9577464788732394,0.41590214067278286,0.06647807637906648,0.04225352112676056,68.0,2640.0,188.0,3.0,0.9677246648206067,0.3277548518758348,0.838258164852255,0.43425076452599387,0.8606060606060606,0.5772357723577236,0.16503122212310437,0.1393939393939394,142.0,936.0,185.0,23.0,0.8898223988322115,0.4548666338602435
